Name	hemisphere	Area µm^2	Area mm^2	length µm	length mm	density µm^-1	density mm^-1	coverage index	relative count	relative density	channel	animal
PSV	Contra.	1259401.8	1.2594018	4402.5332	4.4025332	0.0034957336094009073	3495.7336094009074	15.390083273743327	0.001963325580205632	0.0004218275433452206	marker2	mouse0
PSV	Contra.	1259401.8	1.2594018	4284.5625	4.2845625	0.003402061597815725	3402.061597815725	14.576345544691335	0.008110502000589074	0.0014077116391433475	marker1	mouse0
PSV	Ipsi.	2013806.1	2.0138061	365.2146	0.3652146	0.00018135539464300958	181.3553946430096	0.06623363791238888	0.00039936152426419064	4.578628453523556e-05	marker3	mouse0
PSV	Ipsi.	2013806.1	2.0138061	96.0863	0.0960863	4.771377939514633e-05	47.71377939514633	0.004584640521095849	4.142690637956392e-05	4.020420317688515e-06	marker2	mouse0
PSV	Ipsi.	2013806.1	2.0138061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse0
PSV	both	3273207.9	3.2732079	900.085	0.900085	0.00027498558829703424	274.9855882970342	0.24751040324233609	0.0005470663798273276	8.860703992469583e-05	marker3	mouse0
PSV	both	3273207.9	3.2732079	4498.6195	4.4986195	0.001374376341936606	1374.376341936606	6.182796212174683	0.0009861493594156873	0.00013571368109885023	marker2	mouse0
PSV	both	3273207.9	3.2732079	4284.5625	4.2845625	0.001308979640431639	1308.979640431639	5.608405080656884	0.004286187812989073	0.0004794805978719998	marker1	mouse0
Pa5	Ipsi.	315576.1	0.31557609999999997	1408.3861000000002	1.4083861000000002	0.004462904827076576	4462.904827076576	6.285493124077554	0.0015400677290790096	0.0011267369833052867	marker3	mouse0
Pa5	Ipsi.	315576.1	0.31557609999999997	3268.8948	3.2688948	0.010358499265311918	10358.499265311917	33.86084438418195	0.0014093601152739084	0.0008728195803172524	marker2	mouse0
Pa5	Ipsi.	315576.1	0.31557609999999997	286.2677	0.2862677	0.0009071273141407097	907.1273141407097	0.25968124982623847	0.000607339090219253	0.0003263060110670475	marker1	mouse0
Pa5	Contra.	302959.3	0.3029593	14063.5108	14.0635108	0.046420462418549295	46420.462418549294	652.8346745642622	0.019244053707392746	0.020005367675459365	marker3	mouse0
Pa5	Contra.	302959.3	0.3029593	28463.7851	28.463785100000003	0.09395250484140939	93952.50484140939	2674.243907412587	0.01269352776176814	0.01133717803948273	marker2	mouse0
Pa5	Contra.	302959.3	0.3029593	2909.6301000000003	2.9096301	0.009604029650187336	9604.029650187336	27.94417375147755	0.0055078110651960825	0.003973973995628644	marker1	mouse0
Pa5	both	618535.4	0.6185354000000001	15471.8969	15.471896899999999	0.025013761378896018	25013.761378896015	387.010337135481	0.009403728121393704	0.008060041862166776	marker3	mouse0
Pa5	both	618535.4	0.6185354000000001	31732.679900000003	31.732679900000004	0.05130293254032025	51302.932540320246	1627.9795362332763	0.006956169988577177	0.005065941266423516	marker2	mouse0
Pa5	both	618535.4	0.6185354000000001	3195.8978000000006	3.1958978000000005	0.005166879373436024	5166.879373436023	16.51281842242957	0.0031971101371303587	0.001892633265320058	marker1	mouse0
RM	Ipsi.	312403.8	0.3124038	76634.8471	76.6348471	0.2453070260348946	245307.02603489457	18799.066432739866	0.08380007083399511	0.061931972382929336	marker3	mouse0
RM	Ipsi.	312403.8	0.3124038	245440.0684	245.4400684	0.785650073398595	785650.073398595	192830.00775341617	0.1058196926658698	0.06619981811808638	marker2	mouse0
RM	Ipsi.	312403.8	0.3124038	33763.8593	33.76385929999999	0.10807762037465612	108077.62037465612	3649.117567808702	0.07163264171805923	0.038876987430898076	marker1	mouse0
RM	Contra.	235170.9	0.2351709	230.1845	0.23018450000000001	0.0009787966963599663	978.7966963599664	0.22530382815327069	0.00031497703124097186	0.00042182233372973853	marker3	mouse0
RM	Contra.	235170.9	0.2351709	977.1588	0.9771588	0.004155100822423183	4155.100822423183	4.0601933335180505	0.0004357674958505796	0.0005013928886231287	marker2	mouse0
RM	Contra.	235170.9	0.2351709	154.7989	0.15479890000000002	0.0006582400288471065	658.2400288471066	0.10189483240150035	0.0002930280018412587	0.0002723678344192977	marker1	mouse0
RM	both	547574.7	0.5475747	76865.0316	76.86503160000001	0.14037359943766578	140373.59943766578	10789.821156581922	0.04671811503660781	0.04523178544291974	marker3	mouse0
RM	both	547574.7	0.5475747	246417.2272	246.41722719999999	0.45001572789977334	450015.72789977334	110891.62786545182	0.054017502647705565	0.044437094209290345	marker2	mouse0
RM	both	547574.7	0.5475747	33918.6582	33.918658199999996	0.06194343566275067	61943.43566275067	2101.03822197853	0.033931524959615336	0.02268994463200939	marker1	mouse0
RO	Contra.	81407.8	0.0814078	32017.759	32.017759	0.39330087534609703	393300.87534609705	12592.612641320376	0.04381206674128322	0.16949698922504988	marker3	mouse0
RO	Contra.	81407.8	0.0814078	130669.3701	130.6693701	1.6051210092890362	1605121.009289036	209740.1512180746	0.05827247750606104	0.19368874398762684	marker2	mouse0
RO	Contra.	81407.8	0.0814078	18275.0126	18.275012599999997	0.22448724323713448	224487.2432371345	4102.507198697897	0.03459385322377501	0.09288876643121705	marker1	mouse0
RO	both	199423.8	0.19942379999999998	40894.718799999995	40.89471879999999	0.20506438449172062	205064.38449172064	8386.050339683996	0.024855570049464832	0.06607672866173633	marker3	mouse0
RO	both	199423.8	0.19942379999999998	152756.4264	152.7564264	0.7659889461538694	765988.9461538694	117009.7340763671	0.03348597320600011	0.07563807407881415	marker2	mouse0
RO	both	199423.8	0.19942379999999998	19062.1476	19.0621476	0.09558612161637679	95586.1216163768	1822.0767587629248	0.019069378666437684	0.03501329533725439	marker1	mouse0
RO	Ipsi.	118016.0	0.118016	8876.9598	8.8769598	0.07521827379338396	75218.27379338395	667.7095926892629	0.009706939965050536	0.018990145250062342	marker3	mouse0
RO	Ipsi.	118016.0	0.118016	22087.0563	22.0870563	0.18715306653335143	187153.0665333514	4133.660317239778	0.009522672988139387	0.015769742006329884	marker2	mouse0
RO	Ipsi.	118016.0	0.118016	787.135	0.787135	0.006669731222885032	6669.731222885032	5.24997888612561	0.0016699678475068328	0.0023991928765705385	marker1	mouse0
RPA	Contra.	116930.0	0.11693	1014.7484	1.0147484	0.008678255366458564	8678.255366458565	8.80624574790524	0.0013885489183178112	0.003739981903285778	marker3	mouse0
RPA	Contra.	116930.0	0.11693	3700.3291999999997	3.7003291999999997	0.03164567861113486	31645.678611134863	117.09942861859778	0.0016501751704091274	0.0038186602177375704	marker2	mouse0
RPA	Contra.	116930.0	0.11693	600.8637	0.6008637	0.005138661592405713	5138.661592405712	3.087635217460788	0.001137410468614089	0.002126285349416601	marker1	mouse0
RPA	Ipsi.	174170.2	0.17417020000000002	35034.909400000004	35.034909400000004	0.20115329373222285	201153.29373222284	7047.387421420017	0.03831061195374397	0.05078460423056611	marker3	mouse0
RPA	Ipsi.	174170.2	0.17417020000000002	98636.9082	98.63690820000001	0.5663248259461148	566324.8259461147	55860.5298682279	0.04252658247399516	0.047719209534610556	marker2	mouse0
RPA	Ipsi.	174170.2	0.17417020000000002	8610.166	8.610166	0.049435356909505755	49435.35690950575	425.64662926009146	0.01826713382291032	0.01778256906980804	marker1	mouse0
RPA	both	291100.2	0.29110020000000003	36049.6578	36.0496578	0.12383934397846515	123839.34397846514	4464.365972600159	0.021910770412416587	0.03990404647786536	marker3	mouse0
RPA	both	291100.2	0.29110020000000003	102337.23740000001	102.3372374	0.35155330501318793	351553.3050131879	35976.99403388923	0.02243350456876407	0.03471435855668076	marker2	mouse0
RPA	both	291100.2	0.29110020000000003	9211.029700000001	9.211029700000001	0.03164212769348836	31642.127693488357	291.4565779559138	0.00921452382716331	0.011590544142774467	marker1	mouse0
RPO	Contra.	55901.2	0.0559012	93.7501	0.0937501	0.0016770677552539123	1677.0677552539123	0.15722526976182982	0.0001282846072456844	0.000722749307363757	marker3	mouse0
RPO	Contra.	55901.2	0.0559012	7.4788	0.0074788	0.00013378603679348565	133.78603679348564	0.0010005590119711203	3.33519786954517e-06	1.61438603567281e-05	marker2	mouse0
RPO	Contra.	55901.2	0.0559012	7.4788	0.0074788	0.00013378603679348565	133.78603679348564	0.0010005590119711203	1.4157063261886264e-05	5.535824550324647e-05	marker1	mouse0
RPO	Ipsi.	58877.5	0.0588775	963.6284	0.9636284	0.016366666383593055	16366.666383593054	15.771384540555562	0.0010537259645377354	0.004132046060209939	marker3	mouse0
RPO	Ipsi.	58877.5	0.0588775	2860.2358999999997	2.8602358999999997	0.048579438665024836	48579.438665024834	138.9486544715521	0.0012331698156008478	0.00409336180672866	marker2	mouse0
RPO	Ipsi.	58877.5	0.0588775	2022.3207	2.0223207	0.034347937667190354	34347.93766719035	69.46254534666876	0.004290509946003559	0.012355419524741536	marker1	mouse0
RPO	both	114778.7	0.1147787	1057.3785	1.0573785	0.009212323366617675	9212.323366617675	9.740912662909148	0.000642668445871501	0.0029684344892408473	marker3	mouse0
RPO	both	114778.7	0.1147787	2867.7147	2.8677147	0.024984728873911274	24984.728873911274	71.6490742672298	0.0006286361881443741	0.0024671332176435497	marker2	mouse0
RPO	both	114778.7	0.1147787	2029.7995	2.0297995	0.017684461489806038	17684.461489806035	35.89591108977755	0.002030569487482401	0.006477836557779056	marker1	mouse0
SG	Contra.	31778.6	0.0317786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker3	mouse0
SG	Contra.	31778.6	0.0317786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker2	mouse0
SG	Contra.	31778.6	0.0317786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse0
SG	Ipsi.	34023.0	0.034023	489.2317	0.4892317	0.01437944037856744	14379.44037856744	7.034878061455192	0.0005349740055035074	0.0036303367204848776	marker3	mouse0
SG	Ipsi.	34023.0	0.034023	370.5422	0.3705422	0.01089093260441466	10890.93260441466	4.035550127291538	0.00015975656289270843	0.0009176830524940375	marker2	mouse0
SG	Ipsi.	34023.0	0.034023	223.0758	0.2230758	0.006556617582223789	6556.61758222379	1.4626227124486375	0.0004732725816497357	0.0023585043642679357	marker1	mouse0
SG	both	65801.6	0.0658016	489.2317	0.4892317	0.0074349514297524675	7434.951429752467	3.63741392739523	0.00029735215564726577	0.0023957220531231616	marker3	mouse0
SG	both	65801.6	0.0658016	370.5422	0.3705422	0.005631203496571511	5631.203496571511	2.0865985322673	8.122713049336125e-05	0.0005560568326282258	marker2	mouse0
SG	both	65801.6	0.0658016	223.0758	0.2230758	0.0033901272917375865	3390.127291737587	0.7562553577061955	0.00022316042194104715	0.0012418071377859699	marker1	mouse0
SLC	both	222977.5	0.2229775	25329.9061	25.3299061	0.11359848460046418	113598.48460046417	2877.4389480320538	0.015395368250213193	0.03660419268774761	marker3	mouse0
SLC	both	222977.5	0.2229775	67668.068	67.668068	0.3034748707829265	303474.8707829265	20535.558192430286	0.014833622161442454	0.029966822462117577	marker2	mouse0
SLC	both	222977.5	0.2229775	65853.8259	65.85382589999999	0.29533843504389456	295338.43504389457	19449.16588295909	0.06587880699868054	0.10818277460964286	marker1	mouse0
SLC	Contra.	99204.9	0.0992049	8.0264	0.008026400000000001	8.090729389374921e-05	80.90729389374921	0.0006493943037087887	1.0983066381761312e-05	3.4867816424942114e-05	marker3	mouse0
SLC	Contra.	99204.9	0.0992049	2.9649	0.0029649	2.9886628583870357e-05	29.886628583870355	8.861086508831723e-05	1.32220786268044e-06	3.606396975015967e-06	marker2	mouse0
SLC	Contra.	99204.9	0.0992049	51.7511	0.0517511	0.0005216587083904122	521.6587083904121	0.026996411983783063	9.796272083385065e-05	0.00021585295102626912	marker1	mouse0
SLC	Ipsi.	123772.6	0.12377260000000001	25321.879699999998	25.321879699999997	0.204583887710204	204583.887710204	5180.448593156094	0.027689431020080976	0.05165071660792276	marker3	mouse0
SLC	Ipsi.	123772.6	0.12377260000000001	67665.10310000001	67.66510310000001	0.5466888721736475	546688.8721736475	36991.758899252585	0.02917331493966612	0.046064660502763165	marker2	mouse0
SLC	Ipsi.	123772.6	0.12377260000000001	65802.0748	65.8020748	0.531636846927349	531636.846927349	34982.807567949574	0.13960419650408076	0.19123699193365584	marker1	mouse0
SLD	both	390278.19999999995	0.39027819999999996	452.47560000000004	0.45247560000000003	0.0011593668311476277	1159.3668311476276	0.5245852025436216	0.0002750120138122488	0.00037357617077699734	marker3	mouse0
SLD	both	390278.19999999995	0.39027819999999996	1448.1977	1.4481977	0.003710680483818979	3710.6804838189787	5.373798942101532	0.00031746166444222986	0.0003664135451656113	marker2	mouse0
SLD	both	390278.19999999995	0.39027819999999996	1146.8368	1.1468368	0.002938511041610831	2938.511041610831	3.369992599725632	0.0011472718429588523	0.0010763796376698624	marker1	mouse0
SLD	Contra.	189071.09999999998	0.18907109999999996	13.8623	0.0138623	7.331792114183501e-05	73.31792114183501	0.0010163550182444594	1.8968723350928166e-05	3.159709949499859e-05	marker3	mouse0
SLD	Contra.	189071.09999999998	0.18907109999999996	10.0289	0.0100289	5.3043008688265954e-05	53.04300868826596	0.0005319630298337505	4.472424174183232e-06	6.400659931992074e-06	marker2	mouse0
SLD	Contra.	189071.09999999998	0.18907109999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse0
SLD	Ipsi.	201207.09999999998	0.20120709999999997	438.61330000000004	0.43861330000000004	0.0021799096552755845	2179.9096552755846	0.9561373676022867	0.0004796228739227477	0.0005503556369747196	marker3	mouse0
SLD	Ipsi.	201207.09999999998	0.20120709999999997	1438.1688	1.4381688	0.007147704032312976	7147.704032312976	10.279604930906713	0.0006200559729702339	0.0006022741204034333	marker2	mouse0
SLD	Ipsi.	201207.09999999998	0.20120709999999997	1146.8368	1.1468368	0.005699782959945251	5699.782959945252	6.53672085047814	0.0024331030666119844	0.002050289317293304	marker1	mouse0
SOCl	both	1148663.8	1.1486638	556.4111	0.5564111	0.00048439856814500465	484.3985681450047	0.269524740139987	0.00033818340064854004	0.00015608499170046447	marker3	mouse0
SOCl	both	1148663.8	1.1486638	787.7624	0.7877624	0.0006858076314409838	685.8076314409839	0.5402534656822648	0.00017268661777946866	6.772051828059812e-05	marker2	mouse0
SOCl	both	1148663.8	1.1486638	1983.4468000000002	1.9834468	0.0017267426726601813	1726.7426726601814	3.424902228511285	0.0019841992039729087	0.0006325076292135329	marker1	mouse0
SOCl	Contra.	465797.1	0.46579709999999996	18.6969	0.0186969	4.0139580087553144e-05	40.13958008755314	0.0007504857149389723	2.5584233757743577e-05	1.729855792365334e-05	marker3	mouse0
SOCl	Contra.	465797.1	0.46579709999999996	57.7724	0.057772399999999995	0.00012402911052902647	124.02911052902648	0.007165459385127129	2.5763810423933166e-05	1.4966499408608653e-05	marker2	mouse0
SOCl	Contra.	465797.1	0.46579709999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	marker1	mouse0
SOCl	Ipsi.	682866.7	0.6828666999999999	537.7142	0.5377142	0.0007874365524047374	787.4365524047373	0.4234158158270714	0.0005879895341820942	0.0001988018835216818	marker3	mouse0
SOCl	Ipsi.	682866.7	0.6828666999999999	729.99	0.72999	0.0010690080509124255	1069.0080509124257	0.7803651870855615	0.0003147298562648147	9.007590138831286e-05	marker2	mouse0
SOCl	Ipsi.	682866.7	0.6828666999999999	1983.4468000000002	1.9834468	0.00290458855293427	2904.58855293427	5.761096870634109	0.004208035957288541	0.001044819938419331	marker1	mouse0
SOCm	both	619166.7	0.6191667	7984.2151	7.9842151	0.012895097717625965	12895.097717625966	102.95723391304477	0.004852759073331612	0.004155113892966373	marker3	mouse0
SOCm	both	619166.7	0.6191667	11729.9619	11.729961900000001	0.018944755749945856	18944.755749945856	222.22126315167083	0.002571343145081601	0.0018707121636864974	marker2	mouse0
SOCm	both	619166.7	0.6191667	1867.4586	1.8674586	0.0030160837138043764	3016.083713804376	5.632411469663921	0.00186816700481826	0.00110479458782877	marker1	mouse0
SOCm	Contra.	275638.9	0.2756389	577.9003	0.5779003	0.002096584698313627	2096.584698313627	1.2116169261308545	0.0007907800953029723	0.0009035443760626143	marker3	mouse0
SOCm	Contra.	275638.9	0.2756389	948.9309000000001	0.9489309	0.003442659581067839	3442.659581067839	3.266846054656328	0.0004231791619010511	0.00041542314029603927	marker2	mouse0
SOCm	Contra.	275638.9	0.2756389	671.5736	0.6715736000000001	0.0024364253376428363	2436.4253376428364	1.6362389351320152	0.0012712614243211079	0.0010081487965725416	marker1	mouse0
SOCm	Ipsi.	343527.8	0.3435278	7406.3148	7.4063148000000005	0.021559579166518694	21559.57916651869	159.67703026275908	0.008098792238066152	0.005443086091380359	marker3	mouse0
SOCm	Ipsi.	343527.8	0.3435278	10781.031	10.781031	0.03138328542842821	31383.28542842821	338.34417308573285	0.004648162765265979	0.00264439329627084	marker2	mouse0
SOCm	Ipsi.	343527.8	0.3435278	1195.885	1.195885	0.003481188422014172	3481.188422014172	4.163101016060418	0.002537162620536133	0.0012522307398893217	marker1	mouse0
SPIV	Contra.	2487963.2	2.4879632000000003	34206.5953	34.206595300000004	0.013748834910419895	13748.834910419895	470.3008316272452	0.04680719960056121	0.005925199430633701	marker3	mouse0
SPIV	Contra.	2487963.2	2.4879632000000003	102262.4118	102.2624118	0.04110286349894564	41102.86349894564	4203.277953288369	0.045604291860981826	0.00495985159955755	marker2	mouse0
SPIV	Contra.	2487963.2	2.4879632000000003	9448.374399999999	9.448374399999999	0.0037976343058450375	3797.6343058450375	35.88147075590802	0.01788538724164126	0.0015713924806595152	marker1	mouse0
SPIV	both	5144921.7	5.1449217	74019.4369	74.0194369	0.014386892787892184	14386.892787892184	1064.9097029004506	0.04498857928055718	0.0046358065218752055	marker3	mouse0
SPIV	both	5144921.7	5.1449217	242792.5936	242.7925936	0.047190726653818654	47190.72665381865	11457.55891814928	0.05322294109326502	0.00465987883558517	marker2	mouse0
SPIV	both	5144921.7	5.1449217	28635.0439	28.6350439	0.005565690902545708	5565.690902545708	159.37380332822698	0.028645906364672496	0.0020387183414429396	marker1	mouse0
SPIV	Ipsi.	2656958.5	2.6569585	39812.8416	39.8128416	0.01498436712504166	14984.36712504166	596.570234825531	0.04353527243068809	0.003783060868512368	marker3	mouse0
SPIV	Ipsi.	2656958.5	2.6569585	140530.1818	140.53018179999998	0.0528913725223785	52891.3725223785	7432.8341962213735	0.06058856137588499	0.004456690528712003	marker2	mouse0
SPIV	Ipsi.	2656958.5	2.6569585	19186.6695	19.1866695	0.007221290622341297	7221.290622341297	138.5525165343118	0.04070600489844817	0.0025975962811396053	marker1	mouse0
SPVC	both	2803135.5	2.8031355	392.4572	0.3924572	0.00014000650343160364	140.00650343160365	0.05494656031855756	0.00023853318257850033	4.511349818769744e-05	marker3	mouse0
SPVC	both	2803135.5	2.8031355	647.1659	0.6471659	0.0002308721429984387	230.8721429984387	0.14941257820851328	0.00014186624090360982	2.279761913345238e-05	marker2	mouse0
SPVC	both	2803135.5	2.8031355	130.5207	0.13052070000000002	4.65623941475537e-05	46.562394147553704	0.0060773562778146115	0.0001305702119371121	1.7055853196355893e-05	marker1	mouse0
SPVC	Ipsi.	1126914.9	1.1269148999999998	237.024	0.237024	0.00021032999031248944	210.32999031248946	0.0498532556238275	0.000259185328098043	5.310141891118088e-05	marker3	mouse0
SPVC	Ipsi.	1126914.9	1.1269148999999998	32.0556	0.0320556	2.844544872021836e-05	28.445448720218362	0.0009118359259958317	1.3820537788849704e-05	2.3968476492592865e-06	marker2	mouse0
SPVC	Ipsi.	1126914.9	1.1269148999999998	17.2809	0.0172809	1.5334698298868886e-05	15.334698298868886	0.0002649973878329233	3.666276734738111e-05	5.516099179044648e-06	marker1	mouse0
SPVC	Contra.	1676220.5999999999	1.6762206	155.4332	0.1554332	9.272836761462067e-05	92.72836761462065	0.014413066909116855	0.00021268976795693988	3.996222767773149e-05	marker3	mouse0
SPVC	Contra.	1676220.5999999999	1.6762206	615.1103	0.6151103	0.00036696261816612926	366.96261816612923	0.22572248614895324	0.00027431065974424914	4.428110291478331e-05	marker2	mouse0
SPVC	Contra.	1676220.5999999999	1.6762206	113.2398	0.1132398	6.755662112731464e-05	67.55662112731463	0.0076500982651328845	0.00021435832116961922	2.795370957515195e-05	marker1	mouse0
SPVI	both	11523816.799999999	11.523816799999999	85501.412	85.501412	0.0074195393317950005	7419.539331795001	634.3810892580091	0.051967256351305516	0.002390755900578595	marker3	mouse0
SPVI	both	11523816.799999999	11.523816799999999	92836.4646	92.83646460000001	0.00805605175882352	8056.051758823519	747.8953639237873	0.020350825424490147	0.0007955000431484702	marker2	mouse0
SPVI	both	11523816.799999999	11.523816799999999	11748.3944	11.748394399999999	0.0010194881265380754	1019.4881265380756	11.977348596686417	0.011752851055263885	0.0003734395565348063	marker1	mouse0
SPVI	Ipsi.	5764732.899999999	5.764732899999999	85408.85100000001	85.40885100000001	0.014815751654339444	14815.751654339443	1265.3963254984812	0.0933944287030506	0.0037404909966107826	marker3	mouse0
SPVI	Ipsi.	5764732.899999999	5.764732899999999	92256.7766	92.2567766	0.016003651548192287	16003.651548192287	1476.4453056658197	0.039775835338529464	0.0013484868869579557	marker2	mouse0
SPVI	Ipsi.	5764732.899999999	5.764732899999999	11639.3321	11.639332099999999	0.002019058350474486	2019.0583504744861	23.500490670450734	0.02469374424139974	0.0007262827016503522	marker1	mouse0
SPVI	Contra.	5759083.899999999	5.759083899999999	92.561	0.092561	1.607217425674247e-05	16.072174256742468	0.0014876565213783396	0.0001266574812322098	6.926466015161986e-06	marker3	mouse0
SPVI	Contra.	5759083.899999999	5.759083899999999	579.688	0.579688	0.00010065628667087139	100.6562866708714	0.058349241507664094	0.00025851395713228064	1.2146118346787472e-05	marker2	mouse0
SPVI	Contra.	5759083.899999999	5.759083899999999	109.0623	0.10906229999999999	1.893743899094785e-05	18.93743899094785	0.0020653606524624517	0.00020645048411333612	7.83597019531929e-06	marker1	mouse0
SPVO	Ipsi.	2732037.9	2.7320379	2282.7021	2.2827021	0.0008355309053362693	835.5309053362694	1.907268152226003	0.002496130740931685	0.0002109441290401889	marker3	mouse0
SPVO	Ipsi.	2732037.9	2.7320379	5401.6017999999995	5.4016018	0.0019771328208880263	1977.1328208880263	10.67968420414784	0.002328861159897758	0.00016659558443353218	marker2	mouse0
SPVO	Ipsi.	2732037.9	2.7320379	1021.9323999999999	1.0219323999999999	0.0003740549865724776	374.0549865724776	0.3822589101599798	0.002168108711117523	0.00013455265725718224	marker1	mouse0
SPVO	Contra.	2953803.2	2.9538032000000003	8960.7899	8.9607899	0.003033644861648196	3033.644861648196	27.183854236444052	0.012261655325515337	0.0013073799288520066	marker3	mouse0
SPVO	Contra.	2953803.2	2.9538032000000003	54886.1852	54.8861852	0.01858153082101069	18581.53082101069	1019.8693419415007	0.024476692510362844	0.0022422193375208977	marker2	mouse0
SPVO	Contra.	2953803.2	2.9538032000000003	55221.955799999996	55.221955799999996	0.018695204812561646	18695.204812561646	1032.3857738312265	0.10453290925090751	0.007735738067678943	marker1	mouse0
SPVO	both	5685841.1	5.685841099999999	11243.492	11.243492	0.001977454487780181	1977.4544877801811	22.233493713720563	0.0068337284423776855	0.0006371838969202344	marker3	mouse0
SPVO	both	5685841.1	5.685841099999999	60287.787000000004	60.287787	0.01060314313039807	10603.143130398072	639.2400345759521	0.013215779314218376	0.001047014228589423	marker2	mouse0
SPVO	both	5685841.1	5.685841099999999	56243.888199999994	56.243888199999994	0.009891920511109605	9891.920511109605	556.3600713101355	0.05626522384910009	0.0036234207273117876	marker1	mouse0
SUT	Ipsi.	2557.0	0.002557	67.4649	0.0674649	0.026384395776300352	26384.395776300353	1.7800206226085256	7.377274977049437e-05	0.006661193920820154	marker3	mouse0
SUT	Ipsi.	2557.0	0.002557	554.1149	0.5541149000000001	0.21670508408290967	216705.08408290969	120.0795159960931	0.00023890259158507952	0.018259830473248057	marker2	mouse0
SUT	Ipsi.	2557.0	0.002557	38.3574	0.0383574	0.015000938599921783	15000.938599921783	0.5753970022526397	8.13781939742974e-05	0.005396041283840012	marker1	mouse0
SUT	both	2557.0	0.002557	67.4649	0.0674649	0.026384395776300352	26384.395776300353	1.7800206226085256	4.100477022549278e-05	0.008501693577535153	marker3	mouse0
SUT	both	2557.0	0.002557	554.1149	0.5541149000000001	0.21670508408290967	216705.08408290969	120.0795159960931	0.00012146838684127158	0.021398683734825293	marker2	mouse0
SUT	both	2557.0	0.002557	38.3574	0.0383574	0.015000938599921783	15000.938599921783	0.5753970022526397	3.837195055923378e-05	0.005494859344152871	marker1	mouse0
SUV	both	1946042.9	1.9460429	49005.807700000005	49.005807700000005	0.025182285395661117	25182.285395661118	1234.078235546287	0.029785442273733236	0.008114344396253201	marker3	mouse0
SUV	both	1946042.9	1.9460429	280994.1	280.9941	0.14439255167499132	144392.55167499132	40573.45510461768	0.06159715257415916	0.014258135936374339	marker2	mouse0
SUV	both	1946042.9	1.9460429	63299.3587	63.2993587	0.03252721648633748	32527.21648633748	2058.95194388123	0.06332337078288947	0.011914753084194794	marker1	mouse0
SUV	Ipsi.	998887.2	0.9988872	188.3365	0.1883365	0.000188546314338596	188.546314338596	0.035510152930430985	0.0002059456322791661	4.7601755731448145e-05	marker3	mouse0
SUV	Ipsi.	998887.2	0.9988872	9278.0857	9.2780857	0.00928842185584118	9288.42185584118	86.17877399624751	0.004000178877482751	0.0007826535734933772	marker2	mouse0
SUV	Ipsi.	998887.2	0.9988872	10843.138299999999	10.843138299999998	0.01085521798657546	10855.21798657546	117.70462990508526	0.02300455744830289	0.003904769292299434	marker1	mouse0
SUV	Contra.	947155.7	0.9471556999999999	48817.4712	48.8174712	0.0515411259204796	51541.1259204796	2516.1074302385864	0.0668002500223414	0.022212169390934875	marker3	mouse0
SUV	Contra.	947155.7	0.9471556999999999	271716.0143	271.7160143	0.28687576319289426	286875.7631928943	77948.73897404385	0.1211727378743468	0.03461708240797064	marker2	mouse0
SUV	Contra.	947155.7	0.9471556999999999	52456.2204	52.4562204	0.055382890479358356	55382.89047935836	2905.1771093742836	0.09929748498184852	0.02291643972209376	marker1	mouse0
V	both	440376.7	0.4403767	24069.138600000002	24.069138600000002	0.05465579491376361	54655.79491376361	1315.5179030725515	0.014629081163961397	0.01761142550062894	marker3	mouse0
V	both	440376.7	0.4403767	65784.71119999999	65.78471119999999	0.14938281521252145	149382.81521252144	9827.105356998687	0.014420768595616052	0.014750902738062214	marker2	mouse0
V	both	440376.7	0.4403767	45491.8542	45.4918542	0.10330213701133598	103302.13701133597	4699.40575546812	0.045509111154829876	0.03783967976714866	marker1	mouse0
V	Ipsi.	312688.7	0.3126887	23978.6352	23.9786352	0.07668532697216113	76685.32697216113	1838.809480658172	0.026220595516299117	0.019360528024746474	marker3	mouse0
V	Ipsi.	312688.7	0.3126887	65569.4703	65.5694703	0.20969568231918836	209695.6823191884	13749.63481386626	0.028269798165562597	0.01766920986798589	marker2	mouse0
V	Ipsi.	312688.7	0.3126887	43147.086800000005	43.147086800000004	0.13798735547526983	137987.35547526984	5953.752403993923	0.09153988536856637	0.04963592523446137	marker1	mouse0
V	Contra.	127688.0	0.127688	90.5034	0.0905034	0.0007087854771004323	708.7854771004323	0.06414749554821127	0.00012384192788486703	0.000305458268480195	marker3	mouse0
V	Contra.	127688.0	0.127688	215.2409	0.2152409	0.0016856783722824385	1685.6783722824387	0.3628269299606071	9.598745669345149e-05	0.00020340954034307334	marker2	mouse0
V	Contra.	127688.0	0.127688	2344.7673999999997	2.3447674	0.01836325574838669	18363.25574838669	43.05756343667971	0.004438549020726396	0.007598383540782121	marker1	mouse0
VCO	Ipsi.	2425154.0	2.425154	135.6913	0.13569130000000001	5.5951622041321914e-05	55.95162204132192	0.007592148331895625	0.00014837819845479774	1.412594807027798e-05	marker3	mouse0
